wof:id,sg:id
873554113,SG_6DrMArkLfnhXal9iZn4SQc_46.899132_-96.778614@1294165850
873543235,SG_6bOaz3eq63mhuoL6N5l8Aq_48.236300_-101.293114@1294165850
873543257,SG_0Ys7jkL2uRwRxw7Y7iMWRo_46.797010_-100.762902@1294165850
371066277,SG_6xxzk4ZNeG7Q2WWQmZB7i2_46.140790_-98.078759@1294189808
387890567,SG_6TPtRAwl640nF4NwGmFyio_45.981897_-98.298158@1294189808
873543265,SG_7lrEjuBYbztITX4SvLre5L_46.711665_-99.406438@1294165850
873555197,SG_6yFtmHfZOu3Dr0YfNoRrfT_47.238834_-97.038099@1294165850
873543275,SG_4y1SsJG5phQyEpJly8erTY_46.748791_-100.921289@1294165850
387899615,SG_70IYOKTzKR0gNRhAPSdVFu_46.135715_-98.083058@1294189808
873555205,SG_0V7OJglGQ3s3X1L41xj6mK_46.362147_-98.712844@1294165850
873543283,SG_1SKYIUFbDQ4tsKgy4IaLbk_46.070080_-96.902000@1294165850
873555223,SG_79ev3HRlA3Ug3lSExF5xTE_46.924826_-98.004681@1294165850
873543297,SG_0FDHlN9TNeF5yz5LdYLFwX_48.210814_-101.304664@1294165850
873556007,SG_5JVsYItjfAV5BrMliOC1tn_46.860780_-96.886535@1294165850
873555229,SG_29tz0gMpLnNwB1qx8lVS10_46.587142_-97.155116@1294165850
873543305,SG_4dLx9SJ9HItPhqIiyN3dFe_47.903048_-97.039305@1294165850
873555239,SG_1Ejl3AwoXSTth1nQPZwwpK_46.916113_-99.784495@1294165850
873556015,SG_23zbpxMcKoEfMqJ3egWJIg_46.796846_-100.829695@1294165850
873543311,SG_25Asoiv8XhcO9crdDaTYRb_47.858063_-104.041589@1294165850
873550003,SG_24bdQeoUcBE4PEGLPeW3Wu_46.810939_-100.811671@1294165850
873555247,SG_5g3zvD5oDS5fjOMaw7fY9a_46.874320_-96.811714@1294165850
873550029,SG_2xWfM5qIWGB8qglZU8jrL4_48.152360_-103.634030@1294165850
873550039,SG_6gLzQkJw2ct2fqfLCHM6q5_48.236381_-101.295962@1294165850
873555257,SG_0fThS51ECWVDhQQmxP9g0m_48.263900_-100.426727@1294165850
